LIR	WT_R1	WT_R2	Mut_R1	Mut_R2
osmp.Chr04:24216465--24217992,24221084--24222619	1137	1350	1174	2424
osmp.Chr04:24216465--24217992,24228480--24230015	1502	2022	1599	3044
osmp.Chr04:24492654--24494539,24500770--24502678	11316	10103	8232	12100
osmp.Chr04:24495397--24495840,24499119--24499560	1097	1220	1372	2127
osmp.Chr04:24617867--24618498,24618740--24619298	1355	1243	1464	2001
osmp.Chr04:24697203--24699077,24706879--24708738	4285	4813	5547	8853
osmp.Chr04:24700366--24702220,24706869--24708719	4010	4536	5292	8360
osmp.Chr04:2474188--2474680,2475279--2475752	499	513	685	1147
osmp.Chr04:25236505--25236910,25237601--25238036	9	9	5	10
osmp.Chr04:2539662--2542595,2549654--2552589	1348	1310	843	1370
osmp.Chr04:26238205--26238956,26252069--26252815	9598	12352	13159	20275
osmp.Chr04:26238363--26239207,26251898--26252732	9436	12116	13036	20313
osmp.Chr04:2626712--2627287,2627317--2627905	38	54	36	112
osmp.Chr04:26335398--26335852,26336113--26336597	547	930	1453	2086
osmp.Chr04:26335398--26335854,26336144--26336597	547	930	1453	2086
osmp.Chr04:26348909--26349425,26349432--26349983	87	114	119	247
osmp.Chr04:26348940--26349470,26349475--26350006	89	114	121	247
osmp.Chr04:26718427--26718953,26719428--26719935	1239	1791	2588	3997
osmp.Chr04:26718427--26718992,26719435--26719935	1231	1791	2588	4000
osmp.Chr04:26807302--26808658,26820963--26822348	179	190	211	359
osmp.Chr04:26810490--26810925,26818253--26818696	135	163	175	299
osmp.Chr04:27153972--27155440,27161311--27162761	3885	3141	3056	5117
osmp.Chr04:27182536--27183215,27188772--27189470	1384	1077	1035	1520
osmp.Chr04:2719423--2722364,2727752--2730693	916	1157	821	1749
osmp.Chr04:27200542--27201029,27201264--27201754	27	29	37	66
osmp.Chr04:2722382--2723385,2736849--2737860	1988	2175	1318	2404
osmp.Chr04:2723523--2723972,2724006--2724444	115	178	98	184
osmp.Chr04:2727752--2730693,2743998--2746938	2456	2411	1655	2961
osmp.Chr04:27346442--27347013,27351279--27351854	4251	5597	4468	7544
osmp.Chr04:27349004--27351010,27360273--27362271	8404	8735	6525	10504
osmp.Chr04:2734924--2737836,2738066--2740903	542	702	420	612
osmp.Chr04:2734924--2737836,2746980--2749818	1108	1281	944	1398
osmp.Chr04:27350993--27351855,27359317--27360174	6440	5625	3784	5965
osmp.Chr04:27444265--27444984,27455333--27456000	3449	5205	4346	6966
osmp.Chr04:27445854--27454166,27455999--27464277	5110	6873	5591	9265
osmp.Chr04:27454883--27455999,27464185--27465345	3899	4534	3705	6052
osmp.Chr04:27900963--27901549,27901698--27902319	971	971	688	1316
osmp.Chr04:2822682--2823217,2834658--2835204	861	2237	798	1524
osmp.Chr04:2823780--2824827,2833751--2834726	840	2208	755	1485
osmp.Chr04:2829707--2830242,2834658--2835204	189	408	283	561
osmp.Chr04:2830805--2831851,2833752--2834726	58	139	58	58
osmp.Chr04:28505945--28506471,28519520--28520090	3187	2721	2433	4807
osmp.Chr04:28582549--28584236,28587060--28588784	700	681	607	1019
osmp.Chr04:2864003--2865390,2879285--2880670	9256	11611	10190	16680
osmp.Chr04:28665616--28666179,28666904--28667467	1406	2612	2311	3681
osmp.Chr04:2870537--2870946,2877345--2877757	7875	10385	9433	15470
osmp.Chr04:28844155--28844771,28853343--28853981	3991	5026	4234	6931
osmp.Chr04:2886872--2888309,2893642--2895047	1214	1359	1045	2161
osmp.Chr04:28882655--28883198,28884407--28884950	2087	1301	2378	4487
osmp.Chr04:2888347--2889988,2892094--2893753	1117	1122	797	1758
osmp.Chr04:2892385--2893744,2903692--2905055	1112	1266	955	2029
osmp.Chr04:29225373--29226129,29239175--29239914	372	463	522	887
osmp.Chr04:29225471--29226155,29239003--29239663	275	331	372	641
osmp.Chr04:2937002--2937526,2945301--2945825	6154	6277	4891	8410
osmp.Chr04:29546045--29547708,29557912--29559586	3283	3281	3668	5917
osmp.Chr04:29546045--29548283,29559605--29561834	3835	3689	4126	6497
osmp.Chr04:29547966--29548386,29557396--29557813	2784	2754	3113	4606
osmp.Chr04:29548295--29549043,29555979--29556737	2850	2650	2982	4414
osmp.Chr04:29548505--29549043,29556736--29557270	2781	2652	2960	4378
osmp.Chr04:29549331--29549956,29554760--29555377	2522	2370	2678	4019
osmp.Chr04:29554761--29555378,29569446--29570070	1910	2238	1591	3234
osmp.Chr04:29554761--29555381,29562356--29562983	1297	1210	988	1836
osmp.Chr04:29858952--29862378,29873661--29877091	2285	1818	1525	2265
osmp.Chr04:29877091--29878070,29888446--29889431	1213	1944	964	2012
osmp.Chr04:29897987--29900929,29908000--29910942	1133	1308	1020	2263
osmp.Chr04:30312167--30312573,30325489--30325901	3507	3446	3420	4743
osmp.Chr04:31242735--31244385,31246842--31248491	869	963	777	1405
osmp.Chr04:31584913--31585358,31594641--31595083	4776	6234	5347	9205
osmp.Chr04:3231185--3231644,3241387--3241836	1375	1506	1213	2196
osmp.Chr04:32875465--32875902,32875903--32876342	33	35	20	41
osmp.Chr04:32909753--32910184,32911670--32912096	125	191	240	468
osmp.Chr04:32938325--32939613,32946232--32947508	12467	9863	10015	16103
osmp.Chr04:32940103--32941471,32944226--32945605	12165	9470	9657	15478
osmp.Chr04:33130424--33130835,33134954--33135365	6977	9629	8554	14060
osmp.Chr04:33155759--33156254,33159192--33159689	3064	3709	3534	5652
osmp.Chr04:33158215--33159186,33160307--33161259	3502	4767	3945	6595
osmp.Chr04:3362145--3362784,3370050--3370690	1460	1685	1566	1874
osmp.Chr04:3362145--3362784,3377308--3377948	1862	2125	1722	2330
osmp.Chr04:3362258--3362784,3366607--3367129	799	1155	961	1158
osmp.Chr04:33693442--33693979,33694495--33694989	384	521	450	684
osmp.Chr04:3385218--3388371,3402861--3406018	8033	7704	5668	9083
osmp.Chr04:3391793--3393503,3401133--3402862	6492	6093	4147	6937
osmp.Chr04:3398485--3398929,3400700--3401138	651	245	308	582
osmp.Chr04:33995939--33998351,34003872--34006293	4161	4356	4747	7816
osmp.Chr04:34016032--34016963,34018123--34019084	0	0	0	2
osmp.Chr04:34022473--34023004,34036973--34037531	4348	5770	4654	7575
osmp.Chr04:34032422--34032927,34037000--34037531	1617	1983	1406	2326
osmp.Chr04:34033108--34033528,34036107--34036536	1490	1848	1284	2163
osmp.Chr04:3408079--3408956,3417101--3417978	911	1431	1240	1752
osmp.Chr04:3409829--3410278,3415815--3416264	729	1210	1047	1436
osmp.Chr04:3411998--3414909,3422002--3424901	1716	2788	2409	3641
osmp.Chr04:3418216--3419528,3428516--3429836	1416	1617	1704	2821
osmp.Chr04:3418216--3420952,3422169--3424901	964	1135	1178	2171
osmp.Chr04:3428516--3429836,3441427--3442735	1993	2130	1925	2665
osmp.Chr04:3435579--3436858,3449315--3450594	4315	3705	3300	4437
osmp.Chr04:3435579--3436899,3441427--3442735	1220	1063	1185	1866
osmp.Chr04:3449048--3458338,3461112--3470409	2777	2687	1686	2446
osmp.Chr04:3449049--3452201,3458333--3461490	2253	2150	1233	1692
osmp.Chr04:34524911--34526214,34528526--34529853	172	148	151	226
osmp.Chr04:34556966--34557379,34558603--34559012	2739	2250	2864	3864
osmp.Chr04:34567580--34568003,34575218--34575641	9283	13365	12840	19781
osmp.Chr04:3458333--3460402,3474290--3476351	1583	1883	1366	2592
osmp.Chr04:3460413--3461122,3470409--3471120	1093	1258	907	1375
osmp.Chr04:34666824--34667740,34673226--34674143	1987	1862	1966	3304
osmp.Chr04:3467248--3469320,3474290--3476351	1546	1214	860	1368
osmp.Chr04:3469331--3470040,3470409--3471120	1116	534	735	513
osmp.Chr04:3470409--3471133,3473196--3473919	1181	724	853	868
osmp.Chr04:3471136--3472076,3483393--3484330	2588	2092	1837	3146
osmp.Chr04:3471136--3473198,3474290--3476351	1186	644	717	877
osmp.Chr04:3486639--3487894,3502325--3503570	2245	2512	1851	3085
osmp.Chr04:3499331--3500983,3502327--3503983	393	463	312	592
osmp.Chr04:3503547--3503974,3508958--3509389	429	516	305	564
osmp.Chr04:35168040--35169497,35177735--35179223	5407	4976	5357	8234
osmp.Chr04:35553195--35553972,35567157--35567942	823	876	750	1228
osmp.Chr04:3563588--3566273,3567391--3570044	1991	1422	1074	2412
osmp.Chr04:3673187--3676079,3686505--3689433	5042	4319	3303	4052
osmp.Chr04:3682529--3683094,3683166--3683670	311	185	234	73
osmp.Chr04:3911764--3914018,3917643--3919889	4110	2892	2723	4329
osmp.Chr04:4122412--4122834,4124528--4124945	2038	1744	1824	2759
osmp.Chr04:4198821--4199343,4199378--4199898	144	201	104	230
osmp.Chr04:4320937--4321405,4321406--4321877	127	205	145	222
osmp.Chr04:4527769--4528210,4535983--4536425	9602	10355	9145	14274
osmp.Chr04:4527788--4534430,4536810--4543286	9949	10762	9532	14466
osmp.Chr04:4533411--4535983,4535993--4538541	7188	7591	6820	10552
osmp.Chr04:4535571--4535983,4542873--4543286	8153	8622	7556	12062
osmp.Chr04:4831--5585,10645--11440	1287	1308	1306	2125
osmp.Chr04:4906994--4910099,4921620--4924701	2354	1936	1942	2384
osmp.Chr04:4915913--4919013,4921620--4924698	1943	1401	1609	1861
osmp.Chr04:5021846--5022254,5023338--5023746	2463	2214	2349	3652
osmp.Chr04:5091059--5091491,5095063--5095492	2137	3421	3095	5416
osmp.Chr04:5179490--5180232,5181868--5182670	428	430	383	717
osmp.Chr04:5180368--5180795,5181033--5181474	16	24	16	29
osmp.Chr04:5211512--5213175,5225657--5227313	1982	2401	2218	3131
osmp.Chr04:5375430--5376003,5379212--5379765	404	448	350	569
osmp.Chr04:5376931--5377396,5378702--5379168	402	442	346	567
osmp.Chr04:5619806--5620792,5628386--5629371	1432	931	904	1338
osmp.Chr04:5647195--5647866,5661387--5662040	348	320	206	422
osmp.Chr04:5647856--5648271,5658559--5658974	318	299	172	378
osmp.Chr04:5680657--5681731,5689157--5690240	315	500	274	472
osmp.Chr04:5686616--5687866,5689158--5690440	274	424	198	348
osmp.Chr04:5700009--5702959,5712350--5715302	1807	2848	1724	2603
osmp.Chr04:5706782--5709128,5718884--5721269	1509	2526	1387	1971
osmp.Chr04:5706786--5707702,5711441--5712364	1201	1973	1089	1388
osmp.Chr04:5707711--5709128,5709891--5711315	1031	1718	913	1111
osmp.Chr04:5709119--5709904,5721267--5722058	1374	2172	1282	1930
osmp.Chr04:5718114--5718897,5721267--5722056	649	1413	537	932
osmp.Chr04:5738265--5738832,5740302--5740868	27	35	32	38
osmp.Chr04:5775498--5776903,5776919--5778322	594	649	523	912
osmp.Chr04:5797--6336,17849--18393	1408	1750	1639	2625
osmp.Chr04:5797--6336,8489--8989	242	205	296	429
osmp.Chr04:5908329--5909988,5921471--5923141	5023	4367	3527	4132
osmp.Chr04:5920135--5920674,5929632--5930176	7917	6375	3833	6057
osmp.Chr04:5921479--5923141,5927313--5928992	7739	6129	3553	5617
osmp.Chr04:5921479--5923141,5936257--5937936	8639	6778	4150	6672
osmp.Chr04:6039024--6039522,6046204--6046706	3765	3612	1643	2526
osmp.Chr04:6087886--6088360,6096766--6097241	2138	2822	2291	3808
osmp.Chr04:6090484--6090940,6090972--6091411	74	82	51	125
osmp.Chr04:6162335--6164109,6176376--6178131	1585	1722	1810	2314
osmp.Chr04:6162594--6163949,6165810--6167173	473	685	854	975
osmp.Chr04:6168729--6169427,6174551--6175212	391	440	427	613
osmp.Chr04:6372712--6373168,6373311--6373763	87	43	47	101
osmp.Chr04:6438775--6439877,6451653--6452756	2772	2772	3833	5990
osmp.Chr04:6443126--6443769,6451619--6452262	2067	2294	3284	5115
osmp.Chr04:6446880--6447543,6451613--6452263	1817	2065	3102	4721
osmp.Chr04:6456070--6456691,6467188--6467806	137	121	137	241
osmp.Chr04:666930--669898,680454--683388	4676	4431	4751	7796
osmp.Chr04:6710933--6715811,6718901--6723831	324	317	327	543
osmp.Chr04:6713449--6713964,6713965--6714480	38	52	33	55
osmp.Chr04:6720305--6720810,6720833--6721337	48	58	41	57
osmp.Chr04:6777866--6779308,6781558--6783067	309	432	411	677
osmp.Chr04:6825278--6826617,6839415--6840758	2473	2270	2346	3577
osmp.Chr04:6826618--6828276,6842842--6844505	2641	2797	2641	4155
osmp.Chr04:6826901--6829044,6838275--6840447	1784	2204	2217	3285
osmp.Chr04:6829034--6830708,6842842--6844511	2027	2027	1565	2651
osmp.Chr04:6829034--6831883,6837892--6840764	1204	1547	1147	1877
osmp.Chr04:6831436--6831883,6841481--6841929	1582	1481	1144	1969
osmp.Chr04:6833450--6837891,6842904--6847267	1739	2089	1585	2668
osmp.Chr04:6835552--6837891,6839139--6841480	518	676	689	756
osmp.Chr04:6836276--6837891,6851926--6853527	2407	1932	1536	2600
osmp.Chr04:6839100--6840759,6853610--6855253	1958	2230	1428	3220
osmp.Chr04:6841481--6853527,6853611--6865618	2826	3171	2104	4285
osmp.Chr04:6856206--6858647,6867086--6869546	1564	1829	1399	2422
osmp.Chr04:6860394--6861757,6865740--6867090	1184	1393	1038	1833
osmp.Chr04:6862609--6864256,6870328--6871986	1137	1221	1173	1772
osmp.Chr04:6865209--6865618,6869118--6869546	400	641	386	617
osmp.Chr04:6867086--6871986,6884584--6889611	5009	5327	5274	8934
osmp.Chr04:6869116--6870647,6873906--6875405	319	303	370	654
osmp.Chr04:6869118--6870371,6871987--6873227	287	263	334	507
osmp.Chr04:7104873--7107707,7117505--7120358	1523	1449	991	2009
osmp.Chr04:7113720--7117507,7121654--7125431	1751	1699	1019	1768
osmp.Chr04:7117505--7121662,7129196--7133211	1855	1678	1145	2382
osmp.Chr04:7119911--7122775,7134941--7137772	1972	2013	1435	2783
osmp.Chr04:7125065--7128111,7131463--7134548	1179	1172	847	1586
osmp.Chr04:7125065--7129198,7130502--7134548	1217	1136	830	1555
osmp.Chr04:7126392--7128024,7138673--7140283	1337	1783	1392	2822
osmp.Chr04:7128753--7129198,7137339--7137772	839	875	652	1510
osmp.Chr04:7160415--7162779,7174830--7177258	3731	3351	2634	4421
osmp.Chr04:7164364--7173553,7174517--7183629	2823	3659	1963	3637
osmp.Chr04:7171900--7173567,7183417--7185100	2016	2219	1323	2466
osmp.Chr04:7276339--7276863,7282238--7282767	824	913	820	1744
osmp.Chr04:7303881--7304895,7313119--7314136	3199	2493	2569	3843
osmp.Chr04:7307165--7308543,7313119--7314490	1667	1298	1531	1954
osmp.Chr04:7315528--7316170,7325783--7326432	1970	1995	796	1933
osmp.Chr04:7324252--7324894,7325783--7326432	1152	777	358	877
osmp.Chr04:7366395--7368119,7370233--7371969	979	1416	826	1487
osmp.Chr04:7368130--7369000,7369242--7370111	518	731	420	470
osmp.Chr04:7401881--7403668,7410750--7412532	5011	4951	5553	7191
osmp.Chr04:7401934--7403537,7414021--7415638	5361	5326	6010	7729
osmp.Chr04:7410880--7412251,7425332--7426697	6601	6013	7267	11943
osmp.Chr04:7412752--7413189,7427428--7427889	6371	5436	7055	11594
osmp.Chr04:7414029--7415692,7425019--7426689	6315	5350	6956	11451
osmp.Chr04:7415693--7417095,7420761--7422166	5306	4392	6017	10065
osmp.Chr04:7427410--7427890,7441767--7442242	1503	1635	1416	2437
osmp.Chr04:7427410--7432452,7445726--7450768	2427	2917	2216	3741
osmp.Chr04:7432231--7435688,7442307--7445727	1562	1938	1543	2350
osmp.Chr04:7436362--7436841,7441768--7442242	320	469	455	699
osmp.Chr04:7436362--7436841,7450293--7450768	1230	1728	1303	1968
osmp.Chr04:7579267--7579773,7582365--7582881	8253	7156	10197	16927
osmp.Chr04:7621110--7621719,7630529--7631150	1557	2021	1053	2410
osmp.Chr04:7621859--7623844,7628174--7630200	1505	2018	973	2350
osmp.Chr04:7736533--7737072,7749077--7749616	1431	1333	1184	2451
osmp.Chr04:7737819--7740759,7745356--7748297	1253	1052	1026	2032
osmp.Chr04:7753241--7754895,7755959--7757627	868	928	608	1432
osmp.Chr04:7753241--7754899,7764867--7766540	1774	1715	1036	2426
osmp.Chr04:7767727--7768997,7772230--7773415	716	713	716	749
osmp.Chr04:7767727--7768997,7781126--7782311	1853	1571	1375	1975
osmp.Chr04:7771397--7773768,7784620--7787000	2391	1966	1744	2526
osmp.Chr04:7771397--7780462,7786993--7796069	2857	2536	2163	3182
osmp.Chr04:7780293--7782664,7793689--7796069	1755	1765	1447	1932
osmp.Chr04:7780293--7782671,7784614--7787000	1194	1277	998	1248
osmp.Chr04:778241--778643,782645--783049	1212	1456	1372	2387
osmp.Chr04:778241--778838,778870--779470	128	208	123	271
osmp.Chr04:778393--779043,782401--783050	1180	1362	1317	2311
osmp.Chr04:7797996--7799133,7800076--7801221	441	500	357	501
osmp.Chr04:7825523--7826660,7840669--7841798	2081	2347	2574	4205
osmp.Chr04:7834031--7835698,7840388--7842042	1203	1477	1583	3625
osmp.Chr04:785421--786001,787105--787684	54	75	55	94
osmp.Chr04:787106--788852,796753--798481	982	902	1228	1859
osmp.Chr04:7878918--7879663,7891804--7892560	3168	3339	2402	4624
osmp.Chr04:788806--789945,795572--796661	41	45	59	93
osmp.Chr04:7900072--7901443,7913144--7914513	2786	2500	2342	4096
osmp.Chr04:7902801--7906981,7921209--7925299	3252	2786	2795	4381
osmp.Chr04:7905611--7906748,7913387--7914513	1319	1131	1353	1969
osmp.Chr04:7906870--7907719,7912270--7913104	663	566	552	826
osmp.Chr04:7906870--7908009,7911911--7913104	645	577	566	768
osmp.Chr04:791494--792054,794441--795012	12	7	3	5
osmp.Chr04:7915096--7916247,7917801--7918912	610	758	673	1140
osmp.Chr04:7932039--7932500,7941470--7941931	1160	1117	776	1538
osmp.Chr04:7933379--7935048,7939081--7940769	1011	1101	675	1305
osmp.Chr04:8108940--8110599,8112064--8113702	739	1096	526	890
osmp.Chr04:81760--82265,91169--91675	2011	4754	4260	7115
osmp.Chr04:8193085--8193897,8202857--8203669	1298	1152	1036	1849
osmp.Chr04:82275--85000,88305--91028	1299	3189	3019	5089
osmp.Chr04:828051--828974,829000--829935	12	24	10	13
osmp.Chr04:8302957--8303510,8317787--8318365	1996	1544	1202	2386
osmp.Chr04:8313777--8315253,8317788--8319287	1306	1270	999	1728
osmp.Chr04:847026--847519,861650--862114	2616	1172	1232	458
osmp.Chr04:847026--847589,861513--862114	2616	1172	1232	458
osmp.Chr04:8572152--8575077,8580120--8583080	464	478	433	633
osmp.Chr04:8576190--8576871,8578310--8578990	156	247	272	341
osmp.Chr04:8583749--8584192,8587375--8587814	1081	1165	721	2081
osmp.Chr04:8584193--8584733,8590781--8591323	2420	2147	1585	3178
osmp.Chr04:8584728--8586032,8589962--8591266	2391	2103	1529	2521
osmp.Chr04:8586025--8587379,8587814--8589170	195	137	195	240
osmp.Chr04:8589168--8589962,8595444--8596236	1940	2091	1567	2256
osmp.Chr04:8596845--8600250,8605575--8608984	2034	1612	1361	2198
osmp.Chr04:8602023--8605427,8605577--8608984	1528	1191	1046	1617
osmp.Chr04:8603782--8605146,8615045--8616409	3009	2709	1832	2349
osmp.Chr04:8605857--8606983,8617997--8619121	2183	2219	1428	1807
osmp.Chr04:8607584--8608690,8616595--8617695	1818	1981	1145	1438
osmp.Chr04:8614734--8616583,8617592--8619436	636	504	527	603
osmp.Chr04:8614734--8616583,8626539--8628383	1410	1377	977	1567
osmp.Chr04:8616584--8617597,8628383--8629402	959	1138	811	1409
osmp.Chr04:8625530--8626544,8628383--8629403	227	354	384	458
osmp.Chr04:8671961--8672662,8674931--8675650	1161	1005	760	1846
osmp.Chr04:8672221--8672661,8679569--8680020	1489	1259	1138	2288
osmp.Chr04:8673975--8674893,8675682--8676604	1112	820	572	1496
osmp.Chr04:8673996--8675367,8685646--8687012	2373	2242	1591	3051
osmp.Chr04:8675666--8676561,8678672--8679549	433	297	474	1020
osmp.Chr04:8677506--8680335,8685330--8688199	1475	1692	1188	2324
osmp.Chr04:8677508--8685334,8689253--8697074	2280	2204	1718	3404
osmp.Chr04:8723261--8724923,8732016--8733695	1438	1231	1308	2339
osmp.Chr04:8723273--8724923,8728419--8730082	966	1034	989	1864
osmp.Chr04:8723722--8725065,8735896--8737253	1465	1384	1644	3179
osmp.Chr04:8723722--8726680,8734402--8737253	1456	1415	1651	3155
osmp.Chr04:8724963--8726389,8730698--8732128	959	993	939	1810
osmp.Chr04:8724963--8726391,8727096--8728531	512	504	518	845
